fid,PA_rast,bat_reclas,mlotst_08,mlotst_07,mlotst_06,mlotst_05,mlotst_04,mlotst_03,chlor_0108,chlor_0107,chlor_0106,chlor_0105,chlor_0104,chlor_0103,sst_0108,sst_0107,sst_0106,sst_0105,sst_0104,sst_0103,Long,Lat
"521",0,-118,11.44444,11.74963,13.73333,20.75259,66.98813,101.32146,1.47958,0.57309,0.33457,1.34108,0.2202,0.19876,281.33981,280.61621,278.87961,277.73474,275.58542,276.01666,-21.208645,66.125095
"522",0,-87,10.52889,10.68148,11.90222,13.88592,59.66369,104.67849,0.8564,0.84119,0.57089,0.59188,0.62072,0.29926,282.50558,281.98251,279.00027,277.28265,275.89566,275.69434,-18.375425,66.125095
"523",1,-101,11.90222,10.83407,12.97037,15.56444,105.28886,135.34959,0.48747,0.4874,0.99182,0.34158,0.23811,0.18728,281.43365,280.71124,277.44354,276.16965,275.04788,275.40741,-13.792275,66.125095
"524",1,-115,12.05481,10.83407,12.81777,15.41185,86.51998,112.15553,0.5569,0.475,0.89316,0.35497,0.24672,0.24602,281.37494,280.64798,277.46167,276.14771,275.06097,275.47333,-13.708945,66.125095
"525",0,-632,13.12296,10.98666,11.13926,18.4637,68.81924,74.00739,0.26278,0.46949,1.02819,0.29699,0.19175,0.18277,280.83749,279.55841,279.78888,279.11459,278.64844,278.26224,-27.291735,66.041765
"526",0,-648,14.03852,11.29185,11.44444,19.83703,76.75405,83.62072,0.31135,0.47973,1.0225,0.2995,0.1811,0.19134,281.01523,279.68246,279.99118,279.17197,278.71848,278.17725,-27.208405,66.041765
"527",0,-180,13.88592,13.73333,17.70074,40.13184,99.49035,130.46663,1.05992,1.12599,0.96536,0.3076,0.20684,0.22023,283.03775,281.99976,279.93433,279.17465,278.56403,278.4393,-25.958455,66.041765
"528",0,-61,11.13926,11.44444,14.03852,20.29481,60.57924,84.0785,1.71444,0.88959,0.34955,0.85325,0.21336,0.19015,281.53088,279.43439,278.7363,277.52655,275.58582,275.98315,-21.208645,66.041765
"529",0,-109,10.52889,10.52889,13.12296,14.64889,36.31703,80.26369,0.95055,0.98492,0.6098,0.67485,0.73242,0.30123,282.49753,281.69571,279.13589,277.24426,275.76404,275.46729,-18.375425,66.041765
"530",1,-132,12.36,10.83407,12.97037,15.25926,75.99109,99.64294,0.49004,0.49004,1.04365,0.37103,0.24258,,281.37448,280.4115,277.49121,276.13599,275.07385,275.53119,-13.708945,66.041765
"531",1,-131,12.66518,10.98666,13.42814,16.17481,85.60442,115.51257,0.49219,0.48631,1.03448,0.33495,0.24408,,281.31711,280.35504,277.47699,276.12418,275.08405,275.57785,-13.625615,66.041765
"532",0,-921,14.64889,10.83407,13.73333,16.63259,64.08887,161.74811,0.64672,0.45562,1.08679,0.80434,0.35591,0.24506,280.83313,280.50967,277.39749,276.02249,274.92041,275.20532,-11.375705,66.041765
"533",0,-1005,14.49629,10.83407,13.88592,16.48,62.56295,155.33922,0.60039,0.46675,0.94278,0.85687,0.34306,0.23343,280.90067,280.50754,277.4407,276.035,274.91223,275.16522,-11.292375,66.041765
"534",0,-1053,14.19111,10.98666,13.88592,16.17481,63.93628,148.93033,0.5929,0.5371,0.93664,0.97994,0.32911,0.22692,280.9664,280.49631,277.4653,276.04544,274.9162,275.12714,-11.209045,66.041765
"535",0,-1116,14.03852,10.98666,13.73333,16.17481,65.30962,144.50514,0.59854,0.61148,0.9378,1.07409,0.29591,0.21974,281.0199,280.478,277.47598,276.04276,274.92645,275.08667,-11.125715,66.041765
"536",0,-1153,13.88592,10.98666,13.58074,16.17481,66.98813,141.91107,0.57692,0.64971,0.72065,1.24837,0.29389,0.22007,281.05576,280.46237,277.4725,276.03003,274.92914,275.02444,-11.042385,66.041765
"537",0,-1173,13.88592,10.98666,13.42814,16.17481,69.58221,141.45329,0.55205,0.67716,0.50696,1.12681,0.28897,0.22162,281.07721,280.44724,277.46753,276.01071,274.92105,274.94559,-10.959055,66.041765
"538",0,-1201,13.73333,10.98666,13.42814,16.17481,74.31258,138.70663,0.55118,0.6686,0.46632,0.86759,0.29424,0.23467,281.08713,280.43741,277.46283,275.98853,274.90356,274.85834,-10.875725,66.041765
"539",0,-1221,13.73333,10.98666,13.27555,16.02222,78.58517,134.43404,0.53142,0.68898,0.45836,0.71814,0.31389,0.23915,281.08383,280.42731,277.46109,275.96771,274.8765,274.77087,-10.792395,66.041765
"540",0,-1251,13.88592,10.98666,13.12296,16.02222,81.78961,128.02515,0.52147,0.71467,0.4562,0.67345,0.35422,0.25176,281.07498,280.41586,277.46484,275.9512,274.85156,274.69415,-10.709065,66.041765
"541",0,-1270,13.88592,10.98666,13.12296,16.17481,83.62072,117.64886,0.53046,0.7086,0.45944,0.66083,0.28079,0.26385,281.06787,280.4017,277.4718,275.93539,274.82867,274.63916,-10.625735,66.041765
"542",0,-1282,13.88592,10.98666,12.97037,16.02222,84.68887,95.67553,0.53986,0.7016,0.48036,0.67936,0.30923,0.25847,281.05942,280.3909,277.48337,275.91791,274.8125,274.6012,-10.542405,66.041765
"543",0,-1284,13.88592,11.13926,12.81777,16.02222,77.21183,81.17924,0.54385,0.71037,0.45595,0.68186,0.26958,0.25584,281.05692,280.38464,277.49417,275.90027,274.7999,274.57932,-10.459075,66.041765
"544",0,-1272,14.03852,11.13926,12.81777,16.17481,70.19257,71.10813,0.54091,0.73181,0.47489,0.66947,0.25565,0.26533,281.05801,280.39026,277.51767,275.87952,274.79059,274.56631,-10.375745,66.041765
"545",0,-1261,14.03852,11.29185,12.97037,16.17481,63.78369,64.69924,0.53874,0.74496,0.48639,0.68693,0.2635,0.2752,281.06415,280.40723,277.53668,275.85446,274.76767,274.55566,-10.292415,66.041765
"546",0,-1264,14.19111,11.29185,12.97037,16.02222,57.98517,59.96888,0.52634,0.83397,0.57125,0.69194,0.26645,0.27065,281.0748,280.4313,277.55569,275.82867,274.73444,274.54068,-10.209085,66.041765
"547",0,-1266,14.3437,11.29185,13.12296,15.86963,55.08591,61.18961,0.52864,0.85161,0.69096,0.69105,0.26249,0.26833,281.09509,280.45789,277.577,275.80237,274.68472,274.52591,-10.125755,66.041765
"548",0,-1258,14.49629,11.44444,13.27555,15.86963,52.33924,64.69924,0.54489,0.74625,0.68258,0.63309,0.25945,0.26982,281.12122,280.48349,277.58649,275.77853,274.61951,274.50674,-10.042425,66.041765
"549",0,-1231,14.64889,11.44444,13.42814,15.71703,49.43999,69.27702,0.53806,0.75615,0.66188,0.5938,0.26585,0.25513,281.15109,280.50244,277.58908,275.76013,274.55328,274.4852,-9.959095,66.041765
"550",0,-1173,14.80148,11.44444,13.58074,15.86963,45.93036,75.53332,0.49651,0.76569,0.55491,0.57546,0.27276,0.25173,281.1882,280.5137,277.57788,275.74564,274.48611,274.46384,-9.875765,66.041765
"551",0,-1139,14.80148,11.44444,13.73333,16.02222,48.67702,80.87405,0.4708,0.74916,0.45004,0.52721,0.26592,0.25503,281.22559,280.5181,277.55197,275.73581,274.42932,274.43893,-9.792435,66.041765
"552",0,-1094,14.95407,11.44444,13.88592,16.17481,52.49184,84.99406,0.495,0.809,0.39258,0.49762,0.23388,0.25584,281.26474,280.51071,277.51984,275.72778,274.38162,274.41397,-9.709105,66.041765
"553",0,-1020,14.95407,11.44444,13.88592,16.3274,56.45924,88.96146,0.49808,0.82649,0.39293,0.56538,0.27936,0.26861,281.30322,280.49741,277.4924,275.71719,274.3428,274.38492,-9.625775,66.041765
"554",0,-982,14.95407,11.44444,13.88592,16.3274,61.79998,92.01331,0.50742,0.85921,0.39453,0.56557,0.27605,0.26267,281.33344,280.47668,277.46191,275.70422,274.31259,274.3533,-9.542445,66.041765
"555",0,-949,14.80148,11.44444,13.88592,16.63259,66.37776,93.99702,0.48986,0.87162,0.40956,0.64405,0.25734,0.26421,281.35574,280.45343,277.43878,275.68784,274.28668,274.32022,-9.459115,66.041765
"556",0,-866,14.49629,11.29185,13.73333,17.09037,74.31258,94.45479,0.51796,0.84475,0.37661,0.85605,0.21176,0.27231,281.34314,280.4024,277.39987,275.62289,274.26801,274.22925,-9.209125,66.041765
"557",0,-861,14.3437,11.13926,13.73333,17.09037,74.61776,94.3022,0.49907,0.88757,0.3704,0.84352,0.22545,0.26134,281.32535,280.39148,277.39099,275.61111,274.27765,274.20627,-9.125795,66.041765
"558",0,-866,14.3437,11.13926,13.88592,16.93777,74.15998,94.45479,0.50022,0.8266,0.3728,0.86986,0.22593,0.2413,281.3042,280.37991,277.38055,275.60214,274.29269,274.18863,-9.042465,66.041765
"559",0,-557,16.48,14.64889,14.49629,39.67406,131.2296,188.6044,0.4231,0.5692,0.98526,0.24164,0.21017,0.20732,281.75284,280.99109,280.40213,279.41534,278.88013,278.45557,-27.125075,65.958435
"560",0,-197,14.80148,13.27555,17.09037,33.87555,112.15553,153.5081,1.04978,1.05596,1.35293,0.28232,0.20755,0.22938,283.28064,282.0965,280.07156,279.20432,278.54654,278.40863,-25.958455,65.958435
"561",0,-100,10.52889,10.52889,12.05481,13.27555,33.87555,50.96591,0.8825,1.12185,0.54013,0.44367,0.55218,0.27878,282.47522,281.56937,279.33411,277.20169,275.58014,275.30103,-18.292095,65.958435
"562",1,-187,12.51259,10.98666,13.27555,15.86963,83.01035,120.8533,0.45915,0.46233,1.106,0.3526,0.24875,,281.39319,280.59116,277.51541,276.20401,275.13208,275.60648,-13.625615,65.958435
"563",1,-185,12.51259,10.98666,13.42814,15.71703,79.50072,114.13923,0.43827,0.46082,1.44875,0.3617,0.2565,,281.34891,280.56909,277.46875,276.19061,275.12445,275.64594,-13.542285,65.958435
"564",0,-633,14.03852,12.51259,13.73333,22.12592,65.4622,86.21479,0.39665,0.56499,0.8253,0.28503,0.15498,0.23661,281.99628,281.37625,279.51004,279.69604,278.93069,278.55447,-27.958375,65.875105
"565",0,-642,14.49629,13.12296,13.88592,22.5837,76.60146,93.23405,0.43167,0.57341,0.79676,0.33517,0.16334,0.26136,281.9809,281.49496,279.54852,279.59702,278.91898,278.52145,-27.875045,65.875105
"566",0,-667,14.64889,13.73333,13.88592,22.12592,84.68887,101.93182,0.4558,0.53776,0.82023,0.35185,0.16349,0.23086,281.9729,281.59079,279.64719,279.50888,278.89493,278.50018,-27.791715,65.875105
"567",0,-676,14.64889,14.19111,13.73333,21.82074,90.02961,112.91849,0.47024,0.4956,0.87925,0.31031,0.15901,0.20376,281.96771,281.67395,279.75787,279.43332,278.87189,278.46414,-27.708385,65.875105
"568",0,-688,15.10666,14.95407,13.58074,24.71999,100.25331,129.55109,0.45662,0.4978,0.87982,0.25908,0.15542,0.20948,281.96295,281.73685,279.90097,279.38959,278.86407,278.45963,-27.625055,65.875105
"569",0,-699,15.71703,15.25926,14.3437,28.07703,118.71701,161.9007,0.44658,0.51541,0.8405,0.27411,0.16408,0.21683,281.95419,281.78302,280.10245,279.37921,278.85556,278.54559,-27.541725,65.875105
"570",0,-691,16.17481,15.56444,14.80148,31.58666,142.06367,200.8118,0.4352,0.47831,0.88748,0.30641,0.16843,0.18914,281.9498,281.81195,280.24057,279.38849,278.86374,278.65186,-27.458395,65.875105
"571",0,-633,16.17481,15.56444,15.41185,35.40147,169.53033,242.77475,0.45897,0.51754,0.90495,0.33176,0.1975,0.20801,281.96204,281.84048,280.34399,279.41144,278.88937,278.71649,-27.375065,65.875105
"572",0,-570,15.71703,14.80148,16.93777,39.82666,202.49033,287.78955,0.46269,0.53414,0.86744,0.33105,0.19993,0.2146,281.99744,281.86758,280.40765,279.43799,278.92886,278.74731,-27.291735,65.875105
"573",0,-515,15.10666,14.49629,17.70074,47.60888,243.07994,335.8562,0.46729,0.53044,0.79736,0.31492,0.20549,0.21018,282.06183,281.88873,280.42896,279.47333,278.94775,278.75449,-27.208405,65.875105
"574",0,-492,14.3437,14.49629,17.85333,56.15406,263.22217,370.34213,0.49062,0.53917,0.82574,0.24143,0.20032,0.19752,282.16611,281.89795,280.39655,279.50034,278.99356,278.74261,-27.125075,65.875105
"575",0,-311,12.66518,14.64889,18.00592,56.30665,196.84439,240.79105,0.62089,0.72799,0.77723,0.27448,0.19673,0.18931,282.70346,281.98407,280.20862,279.48053,279.02808,278.92877,-26.791755,65.875105
"576",0,-273,12.97037,14.3437,18.00592,51.57628,179.75403,213.62958,0.68937,0.80432,0.78592,0.24599,0.18945,0.18736,282.81689,281.99121,280.19962,279.41156,278.99701,278.94568,-26.708425,65.875105
"577",0,-268,13.12296,13.88592,17.85333,48.37184,171.9718,201.72736,0.77813,0.86491,0.81316,0.25797,0.1867,0.18647,282.90265,281.99222,280.19876,279.32974,278.96841,278.91348,-26.625095,65.875105
"578",0,-269,13.12296,13.58074,17.85333,48.98221,174.41328,202.18513,0.8536,0.84994,0.811,0.27394,0.22248,0.19987,282.96216,282.00137,280.20789,279.25385,278.92511,278.85611,-26.541765,65.875105
"579",1,-235,12.05481,10.83407,12.97037,15.10666,123.90515,180.66959,0.55359,0.44472,1.2625,0.31021,0.25764,0.21384,281.48007,281.06647,277.50357,276.30978,275.20142,275.64191,-13.542285,65.875105
"580",1,-237,12.36,10.83407,13.12296,15.41185,128.17775,189.51996,0.57594,0.43534,1.40427,0.33048,0.25476,,281.44775,281.05722,277.44351,276.25168,275.18796,275.67282,-13.458955,65.875105
"581",1,-278,12.51259,10.98666,13.27555,15.56444,132.90811,201.42216,0.60758,0.44727,1.5513,0.41275,0.26386,,281.41467,281.02081,277.39227,276.18457,275.18909,275.70197,-13.375625,65.875105
"582",0,-457,12.97037,13.58074,15.10666,63.32591,261.08585,368.20584,0.59307,0.57406,0.64383,0.23587,0.19444,0.19884,282.43491,282.17752,280.38721,279.48126,279.08084,279.07196,-27.125075,65.791775
"583",0,-434,12.51259,13.73333,14.80148,58.59554,236.06068,338.14511,0.56299,0.61753,0.64035,0.22794,0.18919,0.18202,282.49631,282.17947,280.34534,279.48285,279.07797,279.08389,-27.041745,65.791775
"584",0,-204,13.42814,13.42814,16.93777,43.94666,163.73181,201.57477,0.7409,0.76603,0.74603,0.29552,0.20978,0.23846,283.21164,282.30945,280.37009,279.1619,278.85245,278.64603,-26.458435,65.791775
"585",0,-201,13.42814,13.27555,16.63259,42.42073,156.71255,199.89624,0.78138,0.77936,0.75499,0.33784,0.22595,0.23629,283.27997,282.32483,280.36841,279.12863,278.81351,278.58224,-26.375105,65.791775
"586",0,-203,13.42814,13.27555,16.63259,41.19999,153.96588,199.74365,0.78093,0.82078,0.72682,0.32798,0.22269,0.24864,283.34274,282.34998,280.35962,279.13782,278.78311,278.54361,-26.291775,65.791775
"587",1,-230,11.90222,10.83407,12.81777,14.80148,114.29182,195.47107,0.43507,0.49549,1.02683,0.29677,0.25493,0.34234,281.55942,281.33395,277.43314,276.2504,275.27295,275.63309,-13.375625,65.791775
"588",0,-782,16.93777,15.56444,20.59999,71.56591,298.62363,440.22952,0.46839,0.51356,0.61432,0.27903,0.18317,0.24748,282.9263,282.46899,280.76218,279.6738,278.90085,278.74451,-27.875045,65.708445
"589",1,-202,11.13926,10.52889,12.36,13.73333,97.81183,147.25182,0.36554,0.59081,1.52025,0.33754,0.2975,0.30603,281.63077,281.27917,277.56689,276.38773,275.2905,275.48541,-13.375625,65.708445
"590",0,-236,11.29185,10.68148,12.51259,14.03852,104.67849,159.00145,0.41164,0.62199,1.39595,0.32321,0.32017,0.29879,281.60519,281.22601,277.4686,276.30527,275.27579,275.56195,-13.292295,65.708445
"591",0,-771,16.48,15.25926,18.00592,52.03406,427.86954,539.71985,0.44589,0.52578,0.6096,0.29127,0.19251,0.26467,283.26587,282.69351,280.96072,279.75095,279.01895,278.94101,-27.958375,65.625115
"592",0,-129,11.29185,10.52889,12.2074,12.81777,78.27998,122.9896,0.517,0.79626,1.34422,0.42959,0.34936,0.31371,281.58417,280.93475,277.65549,276.43732,275.21683,275.3671,-13.375625,65.625115
"593",0,-178,11.29185,10.52889,12.2074,13.42814,104.06812,154.72885,0.73172,0.72212,1.27118,0.38579,0.29276,0.27934,281.58109,280.84586,277.4288,276.30948,275.21335,275.53723,-13.208965,65.625115
"594",0,-92,10.68148,10.52889,11.74963,12.66518,58.90073,86.82516,0.53008,0.86694,1.23146,0.42926,0.37756,0.31145,281.34076,280.49774,277.59335,276.29514,275.12625,275.33859,-13.375625,65.541785
"595",0,-125,10.98666,10.52889,11.90222,13.12296,81.9422,119.17478,0.52887,0.80766,1.17751,0.37546,0.31114,0.29498,281.41586,280.41837,277.39301,276.20651,275.18103,275.47537,-13.208965,65.541785
"596",0,-41,10.52889,9.61333,10.07111,11.59703,14.49629,17.70074,0.75085,0.75815,0.74969,0.45495,0.3771,0.4206,284.38565,283.66818,281.12814,278.56537,276.28995,276.30319,-24.541845,65.458455
"597",0,-61,10.68148,10.52889,11.90222,13.73333,45.77777,62.71554,0.46666,0.82575,1.1372,0.38384,0.35356,0.3046,281.13052,280.06454,277.48038,276.13846,275.16605,275.29117,-13.375625,65.458455
"598",0,-102,10.83407,10.52889,11.74963,13.42814,63.02073,87.43553,0.5629,0.796,1.16371,0.37979,0.31112,0.33832,281.17853,280.16409,277.2916,276.15628,275.31305,275.51746,-13.125635,65.458455
"599",1,-111,10.83407,10.52889,11.74963,13.42814,67.29332,93.23405,0.56756,0.79436,1.16775,0.36379,0.30039,0.32878,281.18347,280.28076,277.2442,276.17294,275.35806,275.5528,-13.042305,65.458455
"600",1,-106,10.83407,10.52889,11.90222,13.42814,67.75109,93.69183,0.59259,0.73886,1.23598,0.35078,0.28834,0.3222,281.19562,280.38235,277.20773,276.18149,275.39374,275.57016,-12.958975,65.458455
"601",0,-934,17.85333,15.56444,17.39555,41.96295,411.23694,621.66205,0.47046,0.51525,0.64749,0.27333,0.15409,0.17344,283.72238,282.97461,281.09821,279.99899,279.26639,279.30841,-27.958375,65.375125
"602",0,-852,17.70074,15.56444,17.39555,41.81036,400.09769,592.36432,0.45252,0.46167,0.60396,0.26707,0.15931,0.17024,283.66235,282.93182,281.0979,280.00381,279.26379,279.31332,-27.875045,65.375125
"603",0,-66,14.49629,11.90222,12.36,20.14222,35.85925,56.45924,0.96993,0.78396,1.15226,0.6217,0.43732,0.42902,284.62149,283.89828,281.45679,278.85101,276.52191,276.39597,-24.458515,65.375125
"604",0,-127,10.98666,10.52889,12.2074,14.03852,47.76147,66.98813,0.49196,0.83979,1.00327,0.32986,0.33602,0.27661,281.00906,279.77866,277.43359,276.23654,275.26575,275.28632,-13.375625,65.375125
"605",0,-206,11.29185,10.68148,12.97037,14.64889,86.97775,126.34663,0.56344,0.82342,0.97879,0.42071,0.29719,0.29653,281.07556,280.11499,277.19489,276.27023,275.46066,275.54575,-12.875645,65.375125
"606",0,-214,11.59703,10.68148,13.27555,14.80148,89.57183,130.46663,0.53141,0.79415,0.8907,0.44049,0.27212,0.30994,281.12848,280.13116,277.16565,276.26385,275.47781,275.54947,-12.792315,65.375125
"607",1,-226,11.74963,10.83407,13.42814,14.95407,90.02961,131.83997,0.59457,0.85542,0.89652,0.44065,0.26746,0.27568,281.1803,280.09192,277.14169,276.26563,275.50113,275.56042,-12.708985,65.375125
"608",1,-238,11.74963,10.83407,13.58074,15.25926,97.81183,141.75848,0.53656,0.84859,1.02997,0.4713,0.26868,0.2827,281.22333,280.04486,277.13748,276.27618,275.53027,275.57471,-12.625655,65.375125
"609",1,-244,11.74963,10.83407,13.73333,15.41185,101.62664,146.33626,0.54729,0.83585,0.96104,0.50334,0.28875,0.2868,281.24734,279.99643,277.14902,276.28839,275.56088,275.59268,-12.542325,65.375125
"610",1,-246,11.74963,10.83407,13.88592,15.71703,104.67849,149.6933,0.57643,0.77564,0.94385,0.57007,0.31097,0.29677,281.24661,279.96356,277.17255,276.29813,275.58536,275.60446,-12.458995,65.375125
"611",1,-899,17.54814,15.71703,17.70074,45.93036,470.90063,629.59686,0.47349,0.49631,0.644,0.24869,0.14476,0.18043,283.76672,283.05923,281.14789,280.07962,279.35699,279.33261,-27.958375,65.291795
"612",0,-852,17.39555,15.56444,17.39555,45.31999,440.5347,601.51984,0.46739,0.47663,0.63005,0.24928,0.14901,0.17634,283.7356,283.01117,281.14029,280.09946,279.35043,279.3255,-27.875045,65.291795
"613",0,-809,16.93777,15.41185,17.09037,44.55703,399.63989,563.82947,0.48653,0.45446,0.64242,0.24883,0.1557,0.17387,283.68808,282.93985,281.09848,280.11829,279.35632,279.31647,-27.791715,65.291795
"614",0,-732,16.63259,15.10666,16.78518,44.09925,341.50214,539.56726,0.52343,0.45769,0.64503,0.24686,0.1567,0.17427,283.62869,282.84656,281.0257,280.12753,279.36957,279.30597,-27.708385,65.291795
"615",0,-680,16.17481,14.95407,16.48,43.79406,302.59103,498.82507,0.56424,0.4723,0.58519,0.24173,0.14039,0.17432,283.57108,282.73453,280.93188,280.11252,279.37833,279.28955,-27.625055,65.291795
"616",0,-76,13.12296,11.59703,12.81777,18.61629,41.81036,72.48146,0.96703,0.94123,1.58902,0.78165,0.46414,0.44795,284.63385,283.81616,281.50873,279.09711,276.69897,276.46121,-24.458515,65.291795
"617",0,-88,13.12296,11.44444,12.66518,18.31111,42.11554,73.7022,0.94371,0.91514,1.49337,0.84189,0.47993,0.41812,284.65131,283.81833,281.5697,279.08383,276.66943,276.38626,-24.375185,65.291795
"618",0,-158,11.29185,10.68148,12.51259,14.64889,80.87405,112.46072,0.61225,0.80256,1.06057,0.33136,0.35635,0.29746,280.88412,279.63406,277.34601,276.39514,275.28244,275.25827,-13.375625,65.291795
"619",1,-187,11.59703,10.83407,13.12296,14.64889,121.61626,165.8681,0.67613,0.69013,1.21199,0.59354,0.28309,0.29763,281.16412,280.08868,277.14093,276.38266,275.6015,275.58997,-12.458995,65.291795
"620",0,-190,11.74963,10.83407,13.42814,14.95407,122.68442,165.56293,0.63211,0.61935,1.57419,0.89737,0.2988,0.26403,281.15579,280.08359,277.16675,276.38742,275.62955,275.60004,-12.375665,65.291795
"621",0,-219,11.74963,10.83407,13.88592,15.25926,128.33034,171.9718,0.6273,0.53099,1.24358,0.94408,0.29418,0.23888,281.13446,280.07153,277.19229,276.38477,275.64438,275.60449,-12.292335,65.291795
"622",0,-824,13.58074,11.29185,13.27555,15.10666,87.58813,105.74664,0.43168,1.16363,0.35596,0.92579,0.20598,0.26054,281.59348,280.56232,277.21219,275.86243,274.38306,274.27411,-9.542445,65.291795
"623",0,-827,13.58074,11.29185,13.42814,15.10666,87.43553,108.18812,0.45572,1.1416,0.35687,0.93314,0.21404,0.25915,281.57568,280.4494,277.26532,275.84055,274.3605,274.24252,-9.459115,65.291795
"624",0,-92,12.2074,11.44444,13.27555,17.85333,43.79406,78.73775,1.14595,1.05571,1.69219,0.74091,0.47389,0.43727,284.63855,283.78088,281.55219,279.25708,276.94986,276.63901,-24.375185,65.208465
"625",0,-155,11.59703,10.68148,13.73333,15.41185,98.57479,141.6059,0.73297,0.52639,1.52978,1.0769,0.26458,,281.03165,280.07907,277.08722,276.45428,275.62552,275.59982,-12.209005,65.208465
"626",0,-207,11.44444,10.68148,13.73333,15.41185,102.23701,145.26811,0.71182,0.47098,1.6964,1.31737,0.25946,0.20373,281.00729,280.03885,277.13623,276.43155,275.60974,275.58716,-12.125675,65.208465
"627",0,-231,11.44444,10.68148,13.58074,15.56444,105.13627,150.76144,0.69053,0.44145,1.78362,1.44671,0.25948,0.19984,280.99496,280.0181,277.18729,276.40363,275.58011,275.57068,-12.042345,65.208465
"628",0,-235,11.44444,10.68148,13.58074,15.56444,114.7496,168.61478,0.74076,0.46135,1.44764,1.3996,0.30379,0.20049,280.99503,280.02121,277.23114,276.37561,275.54184,275.55325,-11.959015,65.208465
"629",0,-239,11.44444,10.83407,13.58074,15.56444,127.71997,192.7244,0.79248,0.41193,1.4739,1.24735,0.27649,0.20548,280.99832,280.05814,277.26489,276.34937,275.49454,275.53632,-11.875685,65.208465
"630",0,-219,11.59703,10.83407,13.58074,15.56444,127.71997,193.18217,0.82275,0.43024,1.52687,1.57894,0.29346,0.21941,280.99817,280.11569,277.29175,276.3259,275.44531,275.52188,-11.792355,65.208465
"631",0,-797,13.27555,11.29185,13.42814,15.10666,82.24739,104.22072,0.50347,0.86312,0.38509,1.05478,0.21441,0.24501,281.71494,281.16205,277.27048,276.09854,274.47174,274.3844,-9.792435,65.208465
"632",0,-799,13.42814,11.29185,13.27555,15.10666,84.84146,104.22072,0.44966,0.83338,0.38965,1.19864,0.20869,0.24863,281.7157,281.00397,277.17929,276.06882,274.4603,274.34708,-9.709105,65.208465
"633",0,-800,13.42814,11.29185,13.27555,14.95407,86.67257,103.61034,0.46631,0.83934,0.37745,1.09577,0.20682,0.26782,281.70908,280.8288,277.15594,276.0415,274.44244,274.31708,-9.625775,65.208465
"634",0,-77,11.74963,11.44444,13.88592,17.85333,43.79406,79.80591,1.04271,1.08354,1.68991,0.89009,0.46938,0.44354,284.69519,283.76227,281.53604,279.41449,277.54614,276.95132,-24.291855,65.125135
"635",0,-131,10.83407,10.68148,12.51259,15.25926,53.55999,81.33183,0.67362,0.69829,1.02695,0.47073,0.35373,0.32321,280.52124,279.50922,277.17157,276.20273,275.30722,275.34061,-13.125635,65.125135
"636",0,-152,10.98666,10.68148,12.51259,15.25926,61.64739,92.92886,0.64638,0.69137,0.99142,0.42913,0.34966,0.31736,280.53485,279.62167,277.13562,276.16132,275.33185,275.3721,-13.042305,65.125135
"637",0,-170,10.98666,10.68148,12.66518,15.10666,69.73479,105.28886,0.58621,0.73849,1.03726,0.44656,0.32014,0.3599,280.58417,279.72253,277.10092,276.15906,275.3591,275.39703,-12.958975,65.125135
"638",0,-184,10.98666,10.68148,12.66518,14.95407,76.75405,117.03849,0.51653,0.71228,0.99121,0.45809,0.32276,0.38766,280.6629,279.82098,277.08331,276.19302,275.3923,275.42276,-12.875645,65.125135
"639",0,-188,10.98666,10.68148,12.66518,14.64889,86.82516,139.62219,0.56206,0.71532,0.9324,0.45855,0.28162,0.41178,280.75928,279.92816,277.07034,276.25632,275.42456,275.45819,-12.792315,65.125135
"640",0,-215,11.13926,10.68148,12.81777,14.80148,97.65923,158.39107,0.59556,0.73773,1.02979,0.55683,0.28393,0.41215,280.87122,280.03003,277.05063,276.34543,275.45688,275.4957,-12.708985,65.125135
"641",0,-228,11.29185,10.68148,12.97037,14.95407,107.27257,169.07256,0.60569,0.73885,1.0582,0.73421,0.29505,0.39605,280.97311,280.11755,277.02661,276.43524,275.48322,275.53174,-12.625655,65.125135
"642",0,-207,11.44444,10.83407,13.27555,15.25926,114.90219,174.56589,0.63025,0.79294,1.06531,0.94529,0.30277,0.38624,281.04373,280.17151,277.00763,276.50815,275.508,275.56226,-12.542325,65.125135
"643",0,-212,11.74963,10.83407,13.73333,15.56444,119.32738,180.21181,0.66578,0.80817,1.12324,1.09234,0.29664,0.34351,281.0752,280.18506,276.99734,276.56113,275.53375,275.58582,-12.458995,65.125135
"644",0,-236,11.90222,10.98666,13.88592,15.71703,127.26219,193.18217,0.74458,0.73585,1.24691,1.13738,0.30352,0.2709,281.06726,280.16098,276.99457,276.59351,275.5563,275.60117,-12.375665,65.125135
"645",0,-248,11.90222,10.98666,14.3437,15.71703,133.97626,204.32143,0.77069,0.59989,1.32797,1.16861,0.26894,,281.04025,280.1214,277.00793,276.60611,275.57544,275.60541,-12.292335,65.125135
"646",0,-258,11.90222,10.83407,14.49629,15.71703,134.28145,206.15254,0.79782,0.5064,1.29417,1.31583,0.26154,,281.01526,280.07126,277.04147,276.60516,275.58286,275.60092,-12.209005,65.125135
"647",0,-244,11.90222,10.83407,14.64889,15.86963,126.34663,196.23402,0.79482,0.46366,1.2953,1.46122,0.26646,0.25217,281.00406,280.0329,277.08527,276.58694,275.57263,275.59052,-12.125675,65.125135
